element_type,osmid,highway,geometry,maxspeed,nodes,cycleway,lanes,lanes:backward,lanes:forward,name,smoothness,surface,centre_turn_lane,oneway,bridge,layer,lit,cycleway:both,turn:lanes:forward,turn:lanes:backward,destination,junction,lanes:both_ways,turn:lanes:both_ways,note:lanes,postal_code,turn:lanes,store,note,cycleway:right,alt_name,ref,bicycle,destination:ref,hov:lanes,surface:note,tiger:cfcc,tiger:county,tiger:name_base_1,tiger:reviewed,destination:lanes,motor_vehicle:lanes,junction:ref,maxspeed:advisory,source,postal_code:left,postal_code:right,cycleway:left,adot_name,hgv,hov,hov:conditional,motor_vehicle,motor_vehicle:conditional,name_1,destination:street,tiger:name_base,tiger:name_direction_prefix,tiger:name_type,sidewalk,cycleway:right:lane,name:en,name:es,noref,old_ref,tunnel,destination:ref:to,sidewalk:right:surface,shoulder,traffic_sign,check_date,access,oneway:bicycle,hov:minimum,ref:left,ref:right,horse,foot
way,28746365,motorway_link,"LINESTRING (-112.1082977 33.6692183, -112.1083968 33.6692625, -112.1084609 33.6692666, -112.1090446 33.6693038, -112.1095809 33.6693413, -112.1100254 33.6693765, -112.1101925 33.6693955, -112.1104277 33.6694334, -112.1106471 33.6694933, -112.1108552 33.6695582, -112.1110889 33.6696544, -112.1111941 33.6697084, -112.1114007 33.6698241, -112.111501 33.6698888, -112.1116324 33.6699814, -112.1117869 33.6701036, -112.1119074 33.6702262, -112.1120262 33.6703511, -112.112125 33.6704745, -112.1122317 33.6706413, -112.1123022 33.6707592, -112.1123939 33.670946, -112.1124483 33.67109, -112.1124938 33.6712362, -112.1125213 33.6714001, -112.1125421 33.6715851, -112.1126298 33.6732754)",45 mph,"[147493111, 4077660748, 10005717553, 4077660752, 147493117, 316067287, 10003382333, 4077660764, 147493122, 10003382332, 316067288, 10003382331, 258001881, 10003382330, 316067289, 10003382329, 147493130, 10003382328, 316067290, 258001882, 10003382327, 316067291, 10003382326, 147493133, 316067384, 10003382325, 258001883]",,1,,,,excellent,concrete,,yes,yes,3,yes,,,,Flagstaff,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,I 17 North,,,,,,,,,,45 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746385,motorway_link,"LINESTRING (-112.1142147 33.6670993, -112.1142439 33.666853, -112.1142527 33.6666177, -112.114245 33.6663553, -112.1141955 33.6658151, -112.1141439 33.6651264, -112.1141195 33.6648309, -112.1141562 33.6646416)",45 mph,"[258030585, 4077660639, 3005884630, 258030586, 258030587, 4077660634, 4077660631, 258030588]",,2,,,,,asphalt,,yes,,,yes,,,,Phoenix,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,I-17 South,,,,,,,,,,45 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746400,motorway_link,"LINESTRING (-112.1132094 33.6677412, -112.1132751 33.6680487)",,"[41451575, 256929535]",,1,,,,good,asphalt,,yes,yes,1,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,I 17 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746403,motorway,"LINESTRING (-112.1133086 33.6677375, -112.1132751 33.6680487)",65 mph,"[316067689, 256929535]",,4,,,Black Canyon Freeway,good,asphalt,,yes,yes,1,yes,,,,,,,,left lane is hov,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,I 17,no,,,,,,,,,,,,,,,,Phoenix-Cordes Junction Highway,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746406,motorway,"LINESTRING (-112.11363 33.6677628, -112.1137017 33.6668694, -112.1137527 33.6663783, -112.1137861 33.6657934, -112.1138382 33.6651262, -112.1138755 33.6645863, -112.1139179 33.6639716, -112.1139389 33.6636681, -112.1139875 33.662964, -112.1140553 33.6622857)",65 mph,"[256922189, 4077660641, 4077660636, 258030117, 41451571, 4077660629, 4077660626, 4077660623, 4077660620, 258030445]",,4,,,Black Canyon Freeway,good,asphalt,,yes,,,yes,,,,,,,,left lane is hov,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,I 17,no,,,,,,,,,,,,,,,,Phoenix-Cordes Junction Highway,designated,,,,,,,,,,,,,,,AZ 69,,,,,,,,,,,,,
way,28746419,motorway,"LINESTRING (-112.1131827 33.6692407, -112.1131541 33.669592)",65 mph,"[258030647, 316068005]",,5,,,Black Canyon Freeway,good,asphalt,,yes,,,yes,,,,,,,,left lane is hov,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,I 17,no,,,,,,,,,,,,,,,,Phoenix-Cordes Junction Highway,designated,,,,,,,,,,,,,,,AZ 69,,,,,,,,,,,,,
way,28746421,motorway,"LINESTRING (-112.1135229 33.6692539, -112.1135819 33.6685083, -112.11363 33.6677628)",65 mph,"[316067750, 316067696, 256922189]",,5,,,Black Canyon Freeway,good,asphalt,,yes,yes,1,yes,,,,,,,,left lane is hov,85027,||||slight_right,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,I 17,no,,,,,,,,||||Union Hills Drive;Yorkshire Drive,,,,,,,,Phoenix-Cordes Junction Highway,designated,,,,,,,,,,,,,,,AZ 69,,,,,,,,,,,,,
way,28746425,motorway,"LINESTRING (-112.1131541 33.669592, -112.113117 33.6700486)",65 mph,"[316068005, 316068006]",,5,,,Black Canyon Freeway,good,asphalt,,yes,yes,1,yes,,,,,,,,left lane is hov,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,I 17,no,,,,,,,,,,,,,,,,Phoenix-Cordes Junction Highway,designated,,,,,,,,,,,,,,,AZ 69,,,,,,,,,,,,,
way,28746426,motorway,"LINESTRING (-112.113117 33.6700486, -112.1129946 33.6712988)",65 mph,"[316068006, 256929536]",,5,,,Black Canyon Freeway,good,asphalt,,yes,,,yes,,,,,,,,left lane is hov,85027,none|none|none|none|slight_right,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,I 17,no,,,,,,,,none|none|none|none|Rose Garden Lane;Deer Valley Road,,,,,,,,Phoenix-Cordes Junction Highway,designated,,,,,,,,,,,,,,,AZ 69,,,,,,,,,,,,,
way,28746428,motorway,"LINESTRING (-112.1134854 33.6696379, -112.1135229 33.6692539)",65 mph,"[316068018, 316067750]",,5,,,Black Canyon Freeway,good,asphalt,,yes,,,yes,,,,,,,,left lane is hov,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,I 17,no,,,,,,,,,,,,,,,,Phoenix-Cordes Junction Highway,designated,,,,,,,,,,,,,,,AZ 69,,,,,,,,,,,,,
way,28746430,motorway,"LINESTRING (-112.113461 33.6700651, -112.1134854 33.6696379)",65 mph,"[316068019, 316068018]",,5,,,Black Canyon Freeway,good,asphalt,,yes,yes,1,yes,,,,,,,,left lane is hov,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,I 17,no,,,,,,,,,,,,,,,,Phoenix-Cordes Junction Highway,designated,,,,,,,,,,,,,,,AZ 69,,,,,,,,,,,,,
way,28746441,motorway_link,"LINESTRING (-112.1138719 33.6709749, -112.1138652 33.6708573, -112.1138542 33.6707552, -112.1138256 33.6705908, -112.1137905 33.670429, -112.1137295 33.6702288, -112.1136749 33.6700914, -112.1136029 33.66993, -112.1135218 33.6697745, -112.1134487 33.6696609, -112.1133756 33.6695616, -112.1132828 33.6694389, -112.1131994 33.6693428, -112.1130959 33.6692287, -112.1129652 33.6691012, -112.1128101 33.6689702, -112.1125079 33.6687701, -112.1123185 33.6686668, -112.1121241 33.6685854, -112.1119178 33.6685123, -112.1116773 33.6684472, -112.1114316 33.6683967, -112.1112532 33.6683725, -112.111062 33.6683611, -112.1108488 33.6683526, -112.110633 33.6683568, -112.1103269 33.6683693, -112.1098046 33.6684032, -112.1095626 33.6684157, -112.1090513 33.6684377, -112.1083328 33.668442)",45 mph,"[316068126, 7684364863, 7684364862, 258030642, 7684364864, 258030643, 7684364865, 258030644, 3005890028, 7684364866, 258030645, 258030646, 7684364868, 3264661092, 258030648, 258030649, 258030650, 4077660699, 258030651, 258030652, 4077660676, 258030653, 7684364870, 258030654, 7684364869, 258030655, 4077660667, 258030656, 4077660672, 4077660674, 258030129]",,1,,,,excellent,concrete,,yes,yes,2,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,AZ 101 Loop East,,,,,,,,,,45 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746451,motorway_link,"LINESTRING (-112.111057 33.6681054, -112.1108568 33.6681646, -112.1106295 33.6682167, -112.1103224 33.6682618, -112.1097965 33.6683078, -112.1095609 33.6683335, -112.1090394 33.6683843, -112.1083328 33.668442)",45 mph,"[4077660653, 258030126, 258030127, 4077660659, 258030128, 4077660665, 4077660669, 258030129]",,1,,,,excellent,concrete,,yes,yes,2,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,AZ 101 Loop East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746452,motorway_link,"LINESTRING (-112.1127639 33.6674751, -112.1128059 33.6677241, -112.1128979 33.667994, -112.1129937 33.6682028, -112.1131138 33.668396, -112.1131842 33.6685019, -112.1133574 33.6687146, -112.1136522 33.6689678, -112.1139344 33.6691518, -112.1142678 33.6693153, -112.1145128 33.6694136, -112.1148451 33.6695035, -112.1151125 33.6695491, -112.1153323 33.6695733, -112.1156428 33.6695725, -112.1159258 33.669551, -112.1161644 33.6695163, -112.1171577 33.6693418, -112.1175975 33.6692804)",45 mph,"[258030361, 258030362, 258030363, 4077660658, 258030364, 258030365, 258030366, 258030367, 258030368, 258030369, 258030370, 258030371, 258030372, 258030373, 258030374, 4077660773, 258030375, 258030376, 258030377]",,2,,,,excellent,concrete,,yes,yes,2,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,AZ 101 Loop West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746469,motorway_link,"LINESTRING (-112.1176149 33.6693593, -112.1182325 33.6692682, -112.118502 33.6691995)",45 mph,"[316068461, 4077660750, 258030379]",,1,,,,excellent,concrete,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,AZ 101 Loop West,,,,,,,,,,40 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746471,motorway_link,"LINESTRING (-112.1175975 33.6692804, -112.1182243 33.6692082, -112.118502 33.6691995)",45 mph,"[258030377, 4077660740, 258030379]",,2,,,,excellent,concrete,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,AZ 101 Loop West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746493,motorway_link,"LINESTRING (-112.1149901 33.6673509, -112.1147745 33.6671078, -112.1145987 33.6668448, -112.114481 33.6666, -112.1143878 33.6663244, -112.1143149 33.6658171, -112.1142424 33.6651177, -112.1142167 33.6648237, -112.1141562 33.6646416)",45 mph,"[258030438, 258030439, 316068648, 258030440, 258030441, 258030442, 4077660633, 4077660630, 258030588]",,2,,,,excellent,concrete,,yes,,,yes,,,,Phoenix,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,I 17 South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746500,motorway_link,"LINESTRING (-112.118306 33.6683088, -112.1180148 33.6682714, -112.11701 33.6681896, -112.1166279 33.6681454, -112.1163404 33.6680896, -112.1160247 33.6679983, -112.1157409 33.6678823, -112.1154478 33.6677177, -112.1152233 33.6675537, -112.1149901 33.6673509)",45 mph,"[258030432, 6169669893, 258030433, 258030434, 316068616, 258030435, 258030436, 316068649, 258030437, 258030438]",,2,,,,excellent,concrete,,yes,yes,3,yes,,,,Phoenix,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,I 17 South,,,,,,,,,,45 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746505,secondary,"LINESTRING (-112.1171978 33.6680923, -112.1172104 33.6691907)",35 mph,"[316068775, 316068774]",,3,,,North 27th Avenue,excellent,concrete,,yes,yes,1,yes,,,,,,,,,85027,left||,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746506,secondary,"LINESTRING (-112.117154 33.6657609, -112.1171571 33.665858, -112.1171659 33.6661184)",35 mph,"[1001761144, 2627874806, 5265346795]",,3,,,North 27th Avenue,good,asphalt,,yes,,,,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746513,motorway_link,"LINESTRING (-112.1141566 33.6709966, -112.1142483 33.6708333, -112.1144109 33.6706053, -112.1145613 33.6704406, -112.114768 33.6702488, -112.1148934 33.6701509, -112.1150384 33.6700611, -112.1151593 33.6699902, -112.1153226 33.6698975, -112.1154865 33.6698248, -112.1156562 33.6697544, -112.1159389 33.669669, -112.1161901 33.6696125, -112.1164029 33.6695673, -112.1166117 33.6695295, -112.1172091 33.6694199, -112.1176149 33.6693593)",,"[316068909, 258030666, 258030667, 258030668, 258030669, 7684364854, 258030670, 7684364853, 4077660794, 7684364856, 258030671, 4077660780, 258030672, 7684364855, 258030673, 258030674, 316068461]",,1,,,,excellent,concrete,,yes,yes,2,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,AZ 101 Loop West,,,,,,,,,,40 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746517,motorway_link,"LINESTRING (-112.1141086 33.6658658, -112.1143721 33.6653784)",,"[256920836, 256920585]",,1,,,,,asphalt,,yes,,-1,yes,,,,Union Hills Drive;Yorkshire Drive,,,,,,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
way,28746519,motorway_link,"LINESTRING (-112.1143721 33.6653784, -112.1144282 33.6652552, -112.1145076 33.6650324, -112.1145762 33.6646466, -112.1145793 33.6642582, -112.1145906 33.6626372)",45 mph,"[256920585, 316069001, 256920586, 310464526, 41397742, 9066943141]",,1,,,,,concrete,,yes,,,yes,,,,Union Hills Drive;Yorkshire Drive,,,,,,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746528,secondary,"LINESTRING (-112.113335 33.6620179, -112.1134587 33.6620176)",,"[316069204, 4351297833]",,2,,,West Yorkshire Drive,excellent,concrete,,yes,yes,1,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746529,secondary,"LINESTRING (-112.114591 33.6620203, -112.1146974 33.6620248, -112.115015 33.6620171)",,"[42371415, 2680021704, 2680021702]",,2,,,West Yorkshire Drive,excellent,concrete,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746532,motorway_link,"LINESTRING (-112.1132728 33.6636519, -112.1132682 33.6639472, -112.1132763 33.6645859, -112.1132707 33.6651337, -112.1132918 33.6657976)",45 mph,"[42371971, 4077660624, 4077660627, 4077660635, 256922171]",,1,,,,excellent,concrete,,yes,yes,1,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,I 17 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746534,motorway_link,"LINESTRING (-112.1132918 33.6657976, -112.1132838 33.6663903, -112.1132529 33.6668667, -112.113218 33.6675578, -112.1132094 33.6677412)",,"[256922171, 4077660637, 4077660640, 10225000936, 41451575]",,1,,,,good,asphalt,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,I 17 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746554,motorway_link,"LINESTRING (-112.1137443 33.6722848, -112.1137798 33.6719155, -112.1138096 33.671719, -112.1138237 33.6716114, -112.1138407 33.6714942, -112.1138661 33.6713002, -112.1138741 33.6711469, -112.1138719 33.6709749)",45 mph,"[258030638, 7684364867, 7684364860, 7684364861, 258030640, 7684364859, 258030641, 316068126]",,1,,,,excellent,concrete,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,AZ 101 Loop East,,,,,,,,,,45 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746721,motorway,"LINESTRING (-112.1253966 33.668848, -112.1256387 33.668853, -112.1263102 33.6688539)",65 mph,"[316070715, 9553158472, 258030383]",,4,,,Agua Fria Freeway,good,asphalt,,yes,yes,1,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,AZ 101 Loop,no,,designated|||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746727,motorway_link,"LINESTRING (-112.1254026 33.6689624, -112.1256481 33.6689556, -112.1259782 33.6689451, -112.1262892 33.6689356, -112.1266124 33.6689277)",45 mph,"[316070804, 9553158473, 5869731647, 9553158476, 9553158474]",,2,,,,good,asphalt,,yes,yes,1,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,AZ 101 Loop West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746736,motorway,"LINESTRING (-112.1266018 33.6686236, -112.1256481 33.6686219, -112.1253846 33.6686179)",65 mph,"[316070829, 9553158471, 316070833]",,4,,,Agua Fria Freeway,good,asphalt,,yes,yes,1,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,AZ 101 Loop,no,,designated|||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746738,motorway,"LINESTRING (-112.1253846 33.6686179, -112.1235324 33.6686233, -112.1226603 33.6686258, -112.1219054 33.6686264, -112.1208687 33.6686208, -112.1189896 33.6686265, -112.1176288 33.6686246, -112.1157293 33.6686308)",65 mph,"[316070833, 10003382318, 258029427, 4077660682, 4077660681, 4077660683, 3005884627, 5137491294]",,4,,,Agua Fria Freeway,good,asphalt,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,AZ 101 Loop,no,,designated|||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746740,motorway_link,"LINESTRING (-112.1266171 33.6685325, -112.1256562 33.6684779, -112.1253761 33.6684564)",,"[258030427, 9553158470, 258030428]",,2,,,,good,asphalt,,yes,yes,1,yes,,,,Flagstaff;Phoenix,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,I 17 North;I 17 South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746748,motorway_link,"LINESTRING (-112.1253761 33.6684564, -112.1238626 33.6684138)",,"[258030428, 258030429]",,2,,,,good,asphalt,,yes,,,yes,,,,Flagstaff;Phoenix,,,,,85027,none|through;slight_right,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,I 17 North;I 17 South,,,,,,,Flagstaff|Phoenix;27th Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,28746815,motorway,"LINESTRING (-112.1139235 33.6600742, -112.1139004 33.6603477, -112.1137847 33.661806, -112.1137539 33.6622884, -112.1137046 33.6629617, -112.1136731 33.6633407, -112.1136479 33.6636611, -112.1136237 33.6639605, -112.113573 33.6645861, -112.1135302 33.665114, -112.1134795 33.6658081, -112.1134303 33.6663832, -112.1133823 33.6668721, -112.1133234 33.6675569, -112.1133086 33.6677375)",65 mph,"[1878604222, 9614070706, 4077660613, 4077660617, 4077660619, 6369513436, 4077660622, 4077660625, 4077660628, 4077660632, 256929534, 4077660638, 4077660642, 4524049218, 316067689]",,4,,,Black Canyon Freeway,good,asphalt,,yes,,,yes,,,,,,,,left lane is hov,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,I 17,no,,,,,,,,,,,,,,,,Phoenix-Cordes Junction Highway,designated,,,,,,,,,,,,,,,AZ 69,,,,,,,,,,,,,
way,28746818,motorway_link,"LINESTRING (-112.114184 33.6551474, -112.1141375 33.6557878, -112.114097 33.6564532, -112.1140417 33.6571572, -112.1139993 33.6577065, -112.1139271 33.6584828, -112.1138791 33.6590301, -112.1138437 33.6593574, -112.113816 33.659581, -112.1137281 33.6599362, -112.1136023 33.6602789)",,"[316071310, 1971268620, 1971268626, 1971268630, 256919924, 1971268643, 1971268649, 9556735202, 256919925, 1971268656, 42371966]",,1,,,,excellent,concrete,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,,,,,,,,,,,,,,,,,,,,,,,Yorkshire Drive,,,,,,,,,,,,,,,,,,,,,,
way,29354429,motorway,"LINESTRING (-112.1266092 33.6688564, -112.1272114 33.6688606, -112.1275496 33.6688598)",65 mph,"[316070751, 9553158475, 41518262]",,6,,,Agua Fria Freeway,good,asphalt,,yes,,,yes,,,,,,,,,85027,|||||merge_to_left,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,AZ 101 Loop,no,,designated|||||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49815900,motorway,"LINESTRING (-112.1323751 33.6686934, -112.1319555 33.6686591, -112.1311561 33.6686326, -112.1304363 33.6686312, -112.12753 33.6686255)",65 mph,"[5137467351, 258029725, 258029726, 6167392482, 258029727]",,5,,,Agua Fria Freeway,good,asphalt,,yes,,,yes,,,,,,,,,85027,|||through;slight_right|slight_right,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,AZ 101 Loop,no,,designated||||,,,,,,|||none;Flagstaff;Phoenix|Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,86521375,motorway,"LINESTRING (-112.107309 33.6688778, -112.1074104 33.6688513, -112.1074409 33.6688446, -112.107453 33.6688438, -112.1074668 33.6688437, -112.1076671 33.6688526, -112.1083304 33.6688527, -112.109054 33.6688537, -112.1095712 33.6688502, -112.1100383 33.6688539, -112.1103275 33.6688535, -112.1106383 33.6688531, -112.1110724 33.6688513, -112.1114204 33.668852, -112.112057 33.6688515, -112.112433 33.6688512, -112.1128322 33.6688512, -112.1133522 33.6688513)",65 mph,"[147493098, 9886310513, 9886310512, 9886310511, 1808394804, 4077660711, 1808394806, 1808394805, 4077660703, 4077660715, 4077660713, 4077660712, 4077660707, 4077660710, 7684364871, 4077660705, 4077660706, 147493104]",,4,,,Pima Freeway,good,asphalt,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,AZ 101 Loop,no,,designated|||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123445085,motorway,"LINESTRING (-112.12753 33.6686255, -112.1272204 33.668628, -112.1268311 33.6686252, -112.1266018 33.6686236)",65 mph,"[258029727, 9614070714, 6167393485, 316070829]",,4,,,Agua Fria Freeway,good,asphalt,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,AZ 101 Loop,no,,designated|||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123445086,motorway,"LINESTRING (-112.1275496 33.6688598, -112.131165 33.6688706, -112.1319409 33.6688945, -112.1325998 33.6689484, -112.1329893 33.6689904, -112.133505 33.6690706, -112.1342628 33.6692198)",65 mph,"[41518262, 41792707, 3005887375, 258011140, 4080220216, 3005887376, 41637597]",,5,,,Agua Fria Freeway,good,asphalt,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,AZ 101 Loop,no,,designated||||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,177402158,motorway_link,"LINESTRING (-112.1136517 33.6622894, -112.1135395 33.6629603, -112.1133734 33.6639568)",45 mph,"[4077660616, 258029889, 258029890]",,2,,,,excellent,concrete,,yes,,,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,AZ 101 Loop West;AZ 101 Loop East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,177402165,motorway_link,"LINESTRING (-112.1137768 33.6727942, -112.1136288 33.6722549)",45 mph,"[1277691666, 256922103]",,1,,,,excellent,concrete,,yes,,-1,yes,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,I 17 South,,,,,,,,,,,
way,177402175,motorway_link,"LINESTRING (-112.1136288 33.6722549, -112.1135364 33.6719005, -112.113515 33.6717852, -112.1134967 33.6716277, -112.1134826 33.6714238, -112.1134814 33.6713214, -112.1133932 33.6709967)",45 mph,"[256922103, 6369513494, 256922104, 6369513495, 6369513496, 256922219, 256922220]",,1,,,,,,,yes,,,yes,,,,,,,,,,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I 17 South,,,,,,,,,,,
way,236943965,secondary,"LINESTRING (-112.125899 33.6693016, -112.126015 33.6693026, -112.1261637 33.6693038, -112.1263126 33.6693031)",45 mph,"[4494955892, 4494955894, 2627874824, 4907012736]",,2,,,West Beardsley Road,good,asphalt,,yes,,,,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257192994,secondary,"LINESTRING (-112.1173774 33.6691928, -112.117361 33.6680818)",35 mph,"[2627874822, 2627874817]",,3,,,North 27th Avenue,excellent,concrete,,yes,yes,1,yes,,,,,,,,,85027,left||,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257192995,secondary,"LINESTRING (-112.117359 33.6678576, -112.1173591 33.6676807, -112.1173601 33.6673132)",,"[2627874813, 2627874810, 2627874808]",,3,,,North 27th Avenue,excellent,concrete,,yes,,,,,,,,,,,,85027,,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257192996,secondary,"LINESTRING (-112.1171881 33.6673173, -112.1171898 33.6674239, -112.1171943 33.6676899, -112.117197 33.6678524)",35 mph,"[2627874809, 6380062255, 3207168700, 3207168722]",,4,,,North 27th Avenue,excellent,concrete,,yes,,,,,,,,,,,,85027,|||right,"Target, 2727 W Agua Fria Fwy, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
